股票代码,股票名称,交易所,板块
600130,波导股份,SH,沪市主板
600131,国网信通,SH,沪市主板
600132,重庆啤酒,SH,沪市主板
600133,东湖高新,SH,沪市主板
600135,乐凯胶片,SH,沪市主板
600137,浪莎股份,SH,沪市主板
600138,中青旅,SH,沪市主板
600141,兴发集团,SH,沪市主板
600143,金发科技,SH,沪市主板
600148,长春一东,SH,沪市主板
600149,廊坊发展,SH,沪市主板
600150,中国船舶,SH,沪市主板
600151,航天机电,SH,沪市主板
600152,维科技术,SH,沪市主板
600153,建发股份,SH,沪市主板
600155,华创云信,SH,沪市主板
600156,华升股份,SH,沪市主板
600157,永泰能源,SH,沪市主板
600158,中体产业,SH,沪市主板
600159,大龙地产,SH,沪市主板
600160,巨化股份,SH,沪市主板
600161,天坛生物,SH,沪市主板
600162,香江控股,SH,沪市主板
600163,中闽能源,SH,沪市主板
600166,福田汽车,SH,沪市主板
600167,联美控股,SH,沪市主板
600168,武汉控股,SH,沪市主板
600170,上海建工,SH,沪市主板
600171,上海贝岭,SH,沪市主板
600172,黄河旋风,SH,沪市主板
600173,卧龙新能,SH,沪市主板
600176,中国巨石,SH,沪市主板
600177,雅戈尔,SH,沪市主板
600178,东安动力,SH,沪市主板
600179,安通控股,SH,沪市主板
600182,S佳通,SH,沪市主板
600183,生益科技,SH,沪市主板
600184,光电股份,SH,沪市主板
600185,珠免集团,SH,沪市主板
600186,莲花控股,SH,沪市主板
600188,兖矿能源,SH,沪市主板
600189,泉阳泉,SH,沪市主板
600191,华资实业,SH,沪市主板
600192,长城电工,SH,沪市主板
600193,退市创兴,SH,沪市主板
600195,中牧股份,SH,沪市主板
600196,复星医药,SH,沪市主板
600197,伊力特,SH,沪市主板
600198,大唐电信,SH,沪市主板
600199,金种子酒,SH,沪市主板
600200,退市苏吴,SH,沪市主板
600201,生物股份,SH,沪市主板
600202,哈空调,SH,沪市主板
600203,福日电子,SH,沪市主板
600206,有研新材,SH,沪市主板
600207,安彩高科,SH,沪市主板
600208,衢州发展,SH,沪市主板
600210,紫江企业,SH,沪市主板
600211,西藏药业,SH,沪市主板
600212,绿能慧充,SH,沪市主板
600215,派斯林,SH,沪市主板
600216,浙江医药,SH,沪市主板
600217,中再资环,SH,沪市主板
600218,全柴动力,SH,沪市主板
600219,南山铝业,SH,沪市主板
600221,海航控股,SH,沪市主板
600222,太龙药业,SH,沪市主板
600223,福瑞达,SH,沪市主板
600226,亨通股份,SH,沪市主板
600227,赤天化,SH,沪市主板
600228,返利科技,SH,沪市主板
600229,城市传媒,SH,沪市主板
600230,沧州大化,SH,沪市主板
600231,凌钢股份,SH,沪市主板
600232,金鹰股份,SH,沪市主板
600233,圆通速递,SH,沪市主板
600234,科新发展,SH,沪市主板
600235,民丰特纸,SH,沪市主板
600236,桂冠电力,SH,沪市主板
600237,铜峰电子,SH,沪市主板
600241,时代万恒,SH,沪市主板
600246,万通发展,SH,沪市主板
600248,陕建股份,SH,沪市主板
600249,两面针,SH,沪市主板
600250,南京商旅,SH,沪市主板
600251,冠农股份,SH,沪市主板
600252,中恒集团,SH,沪市主板
600255,鑫科材料,SH,沪市主板
600256,广汇能源,SH,沪市主板
600257,大湖股份,SH,沪市主板
600258,首旅酒店,SH,沪市主板
600259,中稀有色,SH,沪市主板
600261,阳光照明,SH,沪市主板
600262,北方股份,SH,沪市主板
600266,城建发展,SH,沪市主板
600267,海正药业,SH,沪市主板
600268,国电南自,SH,沪市主板
600269,赣粤高速,SH,沪市主板
600271,航天信息,SH,沪市主板
600272,开开实业,SH,沪市主板
600273,嘉化能源,SH,沪市主板
600276,恒瑞医药,SH,沪市主板
600278,东方创业,SH,沪市主板
600279,重庆港,SH,沪市主板
600280,中央商场,SH,沪市主板
600281,华阳新材,SH,沪市主板
600282,南钢股份,SH,沪市主板
600283,钱江水利,SH,沪市主板
600284,浦东建设,SH,沪市主板
600285,羚锐制药,SH,沪市主板
600287,苏豪时尚,SH,沪市主板
600288,大恒科技,SH,沪市主板
600292,电投水电,SH,沪市主板
600293,三峡新材,SH,沪市主板
600295,鄂尔多斯,SH,沪市主板
600298,安琪酵母,SH,沪市主板
600299,安迪苏,SH,沪市主板
600300,维维股份,SH,沪市主板
600301,华锡有色,SH,沪市主板
600303,曙光股份,SH,沪市主板
600305,恒顺醋业,SH,沪市主板
600307,酒钢宏兴,SH,沪市主板
600308,华泰股份,SH,沪市主板
600309,万华化学,SH,沪市主板
600310,广西能源,SH,沪市主板
600312,平高电气,SH,沪市主板
600313,农发种业,SH,沪市主板
600315,上海家化,SH,沪市主板
600316,洪都航空,SH,沪市主板
600318,新力金融,SH,沪市主板
600319,亚星化学,SH,沪市主板
600320,振华重工,SH,沪市主板
600322,津投城开,SH,沪市主板
600323,瀚蓝环境,SH,沪市主板
600325,华发股份,SH,沪市主板
600326,西藏天路,SH,沪市主板
600327,大东方,SH,沪市主板
600328,中盐化工,SH,沪市主板
600329,达仁堂,SH,沪市主板
600330,天通股份,SH,沪市主板
600331,宏达股份,SH,沪市主板
600332,白云山,SH,沪市主板
600333,长春燃气,SH,沪市主板
600335,国机汽车,SH,沪市主板
600336,澳柯玛,SH,沪市主板
600338,西藏珠峰,SH,沪市主板
600339,中油工程,SH,沪市主板
600343,航天动力,SH,沪市主板
600345,长江通信,SH,沪市主板
600346,恒力石化,SH,沪市主板
600348,华阳股份,SH,沪市主板
600350,山东高速,SH,沪市主板
600351,亚宝药业,SH,沪市主板
600352,浙江龙盛,SH,沪市主板
600353,旭光电子,SH,沪市主板
600354,敦煌种业,SH,沪市主板
600356,恒丰纸业,SH,沪市主板
600358,国旅联合,SH,沪市主板
600359,新农开发,SH,沪市主板
600360,华微电子,SH,沪市主板
600361,创新新材,SH,沪市主板
600362,江西铜业,SH,沪市主板
600363,联创光电,SH,沪市主板
600366,宁波韵升,SH,沪市主板
600367,红星发展,SH,沪市主板
600368,五洲交通,SH,沪市主板
600369,西南证券,SH,沪市主板
600371,万向德农,SH,沪市主板
600372,中航机载,SH,沪市主板
600373,中文传媒,SH,沪市主板
600375,汉马科技,SH,沪市主板
600376,首开股份,SH,沪市主板
600377,宁沪高速,SH,沪市主板
600378,昊华科技,SH,沪市主板
600379,宝光股份,SH,沪市主板
600380,健康元,SH,沪市主板
600382,广东明珠,SH,沪市主板
600383,金地集团,SH,沪市主板
600386,北巴传媒,SH,沪市主板
600388,龙净环保,SH,沪市主板
600389,江山股份,SH,沪市主板
600390,五矿资本,SH,沪市主板
600391,航发科技,SH,沪市主板
600392,盛和资源,SH,沪市主板
600395,盘江股份,SH,沪市主板
600396,华电辽能,SH,沪市主板
600397,江钨装备,SH,沪市主板
600398,海澜之家,SH,沪市主板
600399,抚顺特钢,SH,沪市主板
600400,红豆股份,SH,沪市主板
600403,大有能源,SH,沪市主板
600405,动力源,SH,沪市主板
600406,国电南瑞,SH,沪市主板
600408,安泰集团,SH,沪市主板
600409,三友化工,SH,沪市主板
600410,华胜天成,SH,沪市主板
600415,小商品城,SH,沪市主板
600416,湘电股份,SH,沪市主板
600418,江淮汽车,SH,沪市主板
600419,天润乳业,SH,沪市主板
600420,国药现代,SH,沪市主板
600421,退市华嵘,SH,沪市主板
600422,昆药集团,SH,沪市主板
600425,青松建化,SH,沪市主板
600426,华鲁恒升,SH,沪市主板
600428,中远海特,SH,沪市主板
600429,三元股份,SH,沪市主板
600433,冠豪高新,SH,沪市主板
600435,北方导航,SH,沪市主板
600436,片仔癀,SH,沪市主板
600438,通威股份,SH,沪市主板
600439,瑞贝卡,SH,沪市主板
600444,国机通用,SH,沪市主板
600446,金证股份,SH,沪市主板
600448,华纺股份,SH,沪市主板
600449,宁夏建材,SH,沪市主板
600452,涪陵电力,SH,沪市主板
600455,博通股份,SH,沪市主板
600456,宝钛股份,SH,沪市主板
600458,时代新材,SH,沪市主板
600459,贵研铂业,SH,沪市主板
600460,士兰微,SH,沪市主板
600461,洪城环境,SH,沪市主板
600463,空港股份,SH,沪市主板
600467,好当家,SH,沪市主板
600468,百利电气,SH,沪市主板
600469,风神股份,SH,沪市主板
600470,六国化工,SH,沪市主板
600475,华光环能,SH,沪市主板
600477,杭萧钢构,SH,沪市主板
600478,科力远,SH,沪市主板
600479,千金药业,SH,沪市主板
600480,凌云股份,SH,沪市主板
600481,双良节能,SH,沪市主板
600482,中国动力,SH,沪市主板
600483,福能股份,SH,沪市主板
600486,扬农化工,SH,沪市主板
600487,亨通光电,SH,沪市主板
600488,津药药业,SH,沪市主板
600489,中金黄金,SH,沪市主板
600490,鹏欣资源,SH,沪市主板
600493,凤竹纺织,SH,沪市主板
600495,晋西车轴,SH,沪市主板
600496,精工钢构,SH,沪市主板
600497,驰宏锌锗,SH,沪市主板
600498,烽火通信,SH,沪市主板
600499,科达制造,SH,沪市主板
600500,中化国际,SH,沪市主板
600501,航天晨光,SH,沪市主板
600502,安徽建工,SH,沪市主板
600503,华丽家族,SH,沪市主板
600505,西昌电力,SH,沪市主板
600506,统一股份,SH,沪市主板
600507,方大特钢,SH,沪市主板
600508,上海能源,SH,沪市主板
600509,天富能源,SH,沪市主板
600510,黑牡丹,SH,沪市主板
600511,国药股份,SH,沪市主板
600512,腾达建设,SH,沪市主板
600513,联环药业,SH,沪市主板
600515,海南机场,SH,沪市主板
600516,方大炭素,SH,沪市主板
600517,国网英大,SH,沪市主板
600518,康美药业,SH,沪市主板
600519,贵州茅台,SH,沪市主板
600520,三佳科技,SH,沪市主板
600521,华海药业,SH,沪市主板
600522,中天科技,SH,沪市主板
600523,贵航股份,SH,沪市主板
600526,菲达环保,SH,沪市主板
600527,江南高纤,SH,沪市主板
600528,中铁工业,SH,沪市主板
600529,山东药玻,SH,沪市主板
600530,交大昂立,SH,沪市主板
600531,豫光金铅,SH,沪市主板
600533,栖霞建设,SH,沪市主板
600535,天士力,SH,沪市主板
600536,中国软件,SH,沪市主板
600538,国发股份,SH,沪市主板
600539,狮头股份,SH,沪市主板
600540,新赛股份,SH,沪市主板
600545,卓郎智能,SH,沪市主板
600546,山煤国际,SH,沪市主板
600547,山东黄金,SH,沪市主板
600548,深高速,SH,沪市主板
600549,厦门钨业,SH,沪市主板
600550,保变电气,SH,沪市主板
600551,时代出版,SH,沪市主板
600552,凯盛科技,SH,沪市主板
600556,天下秀,SH,沪市主板
600557,康缘药业,SH,沪市主板
600558,大西洋,SH,沪市主板
600559,老白干酒,SH,沪市主板
600560,金自天正,SH,沪市主板
600561,江西长运,SH,沪市主板
600562,国睿科技,SH,沪市主板
600563,法拉电子,SH,沪市主板
600566,济川药业,SH,沪市主板
600567,山鹰国际,SH,沪市主板
600569,安阳钢铁,SH,沪市主板
600570,恒生电子,SH,沪市主板
600571,信雅达,SH,沪市主板
600572,康恩贝,SH,沪市主板
600573,惠泉啤酒,SH,沪市主板
600575,淮河能源,SH,沪市主板
600576,祥源文旅,SH,沪市主板
600577,精达股份,SH,沪市主板
600578,京能电力,SH,沪市主板
600579,中化装备,SH,沪市主板
600580,卧龙电驱,SH,沪市主板
600582,天地科技,SH,沪市主板
600583,海油工程,SH,沪市主板
600584,长电科技,SH,沪市主板
600585,海螺水泥,SH,沪市主板
600586,金晶科技,SH,沪市主板
600587,新华医疗,SH,沪市主板
600588,用友网络,SH,沪市主板
600589,大位科技,SH,沪市主板
600590,泰豪科技,SH,沪市主板
600592,龙溪股份,SH,沪市主板
600593,大连圣亚,SH,沪市主板
600594,益佰制药,SH,沪市主板
600595,中孚实业,SH,沪市主板
600596,新安股份,SH,沪市主板
600597,光明乳业,SH,沪市主板
600598,北大荒,SH,沪市主板
600599,退市熊猫,SH,沪市主板
600600,青岛啤酒,SH,沪市主板
600601,方正科技,SH,沪市主板
600602,云赛智联,SH,沪市主板
600603,广汇物流,SH,沪市主板
600604,市北高新,SH,沪市主板
600605,汇通能源,SH,沪市主板
600606,绿地控股,SH,沪市主板
600608,退市沪科,SH,沪市主板
600609,金杯汽车,SH,沪市主板
600610,中毅达,SH,沪市主板
600611,大众交通,SH,沪市主板
600612,老凤祥,SH,沪市主板
600613,神奇制药,SH,沪市主板
600615,鑫源智造,SH,沪市主板
600616,金枫酒业,SH,沪市主板
600617,国新能源,SH,沪市主板
600618,氯碱化工,SH,沪市主板
600619,海立股份,SH,沪市主板
600620,天宸股份,SH,沪市主板
600621,华鑫股份,SH,沪市主板
600622,光大嘉宝,SH,沪市主板
600623,华谊集团,SH,沪市主板
600626,申达股份,SH,沪市主板
600628,新世界,SH,沪市主板
600629,华建集团,SH,沪市主板
600630,龙头股份,SH,沪市主板
600633,浙数文化,SH,沪市主板
600635,大众公用,SH,沪市主板
600636,退市国化,SH,沪市主板
600637,东方明珠,SH,沪市主板
600638,新黄浦,SH,沪市主板
600639,浦东金桥,SH,沪市主板
600640,国脉文化,SH,沪市主板
600641,先导基电,SH,沪市主板
600642,申能股份,SH,沪市主板
600643,爱建集团,SH,沪市主板
600644,乐山电力,SH,沪市主板
600645,中源协和,SH,沪市主板
600648,外高桥,SH,沪市主板
600649,城投控股,SH,沪市主板
600650,锦江在线,SH,沪市主板
600651,飞乐音响,SH,沪市主板
600653,申华控股,SH,沪市主板
600654,中安科,SH,沪市主板
600655,豫园股份,SH,沪市主板
600657,信达地产,SH,沪市主板
600658,电子城,SH,沪市主板
600660,福耀玻璃,SH,沪市主板
600661,昂立教育,SH,沪市主板
600662,外服控股,SH,沪市主板
600663,陆家嘴,SH,沪市主板
600664,哈药股份,SH,沪市主板
600665,天地源,SH,沪市主板
600666,奥瑞德,SH,沪市主板
600667,太极实业,SH,沪市主板
600668,尖峰集团,SH,沪市主板
600671,天目药业,SH,沪市主板
600673,东阳光,SH,沪市主板
600674,川投能源,SH,沪市主板
600675,中华企业,SH,沪市主板
600676,交运股份,SH,沪市主板
600679,上海凤凰,SH,沪市主板
600681,百川能源,SH,沪市主板
600682,南京新百,SH,沪市主板
600683,京投发展,SH,沪市主板
600684,珠江股份,SH,沪市主板
600685,中船防务,SH,沪市主板
600686,金龙汽车,SH,沪市主板
600688,上海石化,SH,沪市主板
600689,上海三毛,SH,沪市主板
600690,海尔智家,SH,沪市主板
600691,潞化科技,SH,沪市主板
600692,亚通股份,SH,沪市主板
600693,东百集团,SH,沪市主板
600694,大商股份,SH,沪市主板
600696,退市岩石,SH,沪市主板
600697,欧亚集团,SH,沪市主板
600698,湖南天雁,SH,沪市主板
600699,均胜电子,SH,沪市主板
600702,舍得酒业,SH,沪市主板
600703,三安光电,SH,沪市主板
600704,物产中大,SH,沪市主板
600706,曲江文旅,SH,沪市主板
600707,彩虹股份,SH,沪市主板
600708,光明地产,SH,沪市主板
600710,苏美达,SH,沪市主板
600711,盛屯矿业,SH,沪市主板
600712,南宁百货,SH,沪市主板
600713,南京医药,SH,沪市主板
600714,金瑞矿业,SH,沪市主板
600715,文投控股,SH,沪市主板
600716,凤凰股份,SH,沪市主板
600717,天津港,SH,沪市主板
600718,东软集团,SH,沪市主板
600719,大连热电,SH,沪市主板
600720,中交设计,SH,沪市主板
600721,百花医药,SH,沪市主板
600722,金牛化工,SH,沪市主板
600724,宁波富达,SH,沪市主板
600725,云维股份,SH,沪市主板
600726,华电能源,SH,沪市主板
600727,鲁北化工,SH,沪市主板
600728,佳都科技,SH,沪市主板
600729,重百集团,SH,沪市主板
600731,湖南海利,SH,沪市主板
600732,爱旭股份,SH,沪市主板
600733,北汽蓝谷,SH,沪市主板
600736,苏州高新,SH,沪市主板
600737,中粮糖业,SH,沪市主板
600738,丽尚国潮,SH,沪市主板
600739,辽宁成大,SH,沪市主板
600740,山西焦化,SH,沪市主板
600741,华域汽车,SH,沪市主板
600742,富维股份,SH,沪市主板
600743,华远控股,SH,沪市主板
600744,华银电力,SH,沪市主板
600746,江苏索普,SH,沪市主板
600748,上实发展,SH,沪市主板
600749,西藏旅游,SH,沪市主板
600750,华润江中,SH,沪市主板
600751,海航科技,SH,沪市主板
600754,锦江酒店,SH,沪市主板
600755,厦门国贸,SH,沪市主板
600756,浪潮软件,SH,沪市主板
600757,长江传媒,SH,沪市主板
600758,辽宁能源,SH,沪市主板
600760,中航沈飞,SH,沪市主板
600761,安徽合力,SH,沪市主板
600763,通策医疗,SH,沪市主板
600764,中国海防,SH,沪市主板
600765,中航重机,SH,沪市主板
600768,宁波富邦,SH,沪市主板
600769,祥龙电业,SH,沪市主板
600770,综艺股份,SH,沪市主板
600771,广誉远,SH,沪市主板
600773,西藏城投,SH,沪市主板
600774,汉商集团,SH,沪市主板
600775,南京熊猫,SH,沪市主板
600776,东方通信,SH,沪市主板
600777,新潮能源,SH,沪市主板
600778,友好集团,SH,沪市主板
600779,水井坊,SH,沪市主板
600780,通宝能源,SH,沪市主板
600782,新钢股份,SH,沪市主板
600783,鲁信创投,SH,沪市主板
600784,鲁银投资,SH,沪市主板
600785,新华百货,SH,沪市主板
600787,中储股份,SH,沪市主板
600789,鲁抗医药,SH,沪市主板
600790,轻纺城,SH,沪市主板
600791,京能置业,SH,沪市主板
600792,云煤能源,SH,沪市主板
600793,宜宾纸业,SH,沪市主板
600794,保税科技,SH,沪市主板
600795,国电电力,SH,沪市主板
600796,钱江生化,SH,沪市主板
600797,浙大网新,SH,沪市主板
600798,宁波海运,SH,沪市主板
600800,渤海化学,SH,沪市主板
600801,华新建材,SH,沪市主板
600802,福建水泥,SH,沪市主板
600803,新奥股份,SH,沪市主板
600805,悦达投资,SH,沪市主板
600807,济高发展,SH,沪市主板
600808,马钢股份,SH,沪市主板
600809,山西汾酒,SH,沪市主板
600810,神马股份,SH,沪市主板
600812,华北制药,SH,沪市主板
600814,杭州解百,SH,沪市主板
600815,厦工股份,SH,沪市主板
600816,建元信托,SH,沪市主板
600817,宇通重工,SH,沪市主板
600819,耀皮玻璃,SH,沪市主板
600820,隧道股份,SH,沪市主板
600821,金开新能,SH,沪市主板
600822,上海物贸,SH,沪市主板
600824,益民集团,SH,沪市主板
600825,新华传媒,SH,沪市主板
600826,兰生股份,SH,沪市主板
600827,百联股份,SH,沪市主板
600828,茂业商业,SH,沪市主板
600829,人民同泰,SH,沪市主板
600830,香溢融通,SH,沪市主板
600831,广电网络,SH,沪市主板
600833,第一医药,SH,沪市主板
600834,申通地铁,SH,沪市主板
600835,上海机电,SH,沪市主板
600838,上海九百,SH,沪市主板
600839,四川长虹,SH,沪市主板
600841,动力新科,SH,沪市主板
600843,上工申贝,SH,沪市主板
600844,金煤科技,SH,沪市主板
600845,宝信软件,SH,沪市主板
600846,同济科技,SH,沪市主板
600847,万里股份,SH,沪市主板
600848,上海临港,SH,沪市主板
600850,电科数字,SH,沪市主板
600851,海欣股份,SH,沪市主板
600853,龙建股份,SH,沪市主板
600854,春兰股份,SH,沪市主板
600855,航天长峰,SH,沪市主板
600857,宁波中百,SH,沪市主板
600858,银座股份,SH,沪市主板
600859,王府井,SH,沪市主板
600860,京城股份,SH,沪市主板
600861,北京人力,SH,沪市主板
600862,中航高科,SH,沪市主板
600863,华能蒙电,SH,沪市主板
600864,哈投股份,SH,沪市主板
600865,百大集团,SH,沪市主板
600866,星湖科技,SH,沪市主板
600867,通化东宝,SH,沪市主板
600868,梅雁吉祥,SH,沪市主板
600869,远东股份,SH,沪市主板
600871,石化油服,SH,沪市主板
600872,中炬高新,SH,沪市主板
600873,梅花生物,SH,沪市主板
600874,创业环保,SH,沪市主板
600875,东方电气,SH,沪市主板
600876,凯盛新能,SH,沪市主板
600877,电科芯片,SH,沪市主板
600879,航天电子,SH,沪市主板
600880,博瑞传播,SH,沪市主板
600881,亚泰集团,SH,沪市主板
600882,妙可蓝多,SH,沪市主板
600883,博闻科技,SH,沪市主板
600884,杉杉股份,SH,沪市主板
600885,宏发股份,SH,沪市主板
600886,国投电力,SH,沪市主板
600887,伊利股份,SH,沪市主板
600888,新疆众和,SH,沪市主板
600892,大晟文化,SH,沪市主板
600893,航发动力,SH,沪市主板
600894,广日股份,SH,沪市主板
600895,张江高科,SH,沪市主板
600897,厦门空港,SH,沪市主板
600900,长江电力,SH,沪市主板
600901,江苏金租,SH,沪市主板
600903,贵州燃气,SH,沪市主板
600905,三峡能源,SH,沪市主板
600906,财达证券,SH,沪市主板
600908,无锡银行,SH,沪市主板
600909,华安证券,SH,沪市主板
600916,中国黄金,SH,沪市主板
600917,重庆燃气,SH,沪市主板
600918,中泰证券,SH,沪市主板
600919,江苏银行,SH,沪市主板
600926,杭州银行,SH,沪市主板
600927,永安期货,SH,沪市主板
600928,西安银行,SH,沪市主板
600929,雪天盐业,SH,沪市主板
600933,爱柯迪,SH,沪市主板
600935,华塑股份,SH,沪市主板
600936,北投科技,SH,沪市主板
600939,重庆建工,SH,沪市主板
600941,中国移动,SH,沪市主板
600955,维远股份,SH,沪市主板
600956,新天绿能,SH,沪市主板
600958,东方证券,SH,沪市主板
600959,江苏有线,SH,沪市主板
600960,渤海汽车,SH,沪市主板
600961,株冶集团,SH,沪市主板
600962,国投中鲁,SH,沪市主板
600963,岳阳林纸,SH,沪市主板
600966,博汇纸业,SH,沪市主板
600967,内蒙一机,SH,沪市主板
600968,海油发展,SH,沪市主板
600969,郴电国际,SH,沪市主板
600970,中材国际,SH,沪市主板
600971,恒源煤电,SH,沪市主板
600973,宝胜股份,SH,沪市主板
600975,新五丰,SH,沪市主板
600976,健民集团,SH,沪市主板
600977,中国电影,SH,沪市主板
600979,广安爱众,SH,沪市主板
600980,北矿科技,SH,沪市主板
600981,苏豪汇鸿,SH,沪市主板
600982,宁波能源,SH,沪市主板
600983,惠而浦,SH,沪市主板
600984,建设机械,SH,沪市主板
600985,淮北矿业,SH,沪市主板
600986,浙文互联,SH,沪市主板
600987,航民股份,SH,沪市主板
600988,赤峰黄金,SH,沪市主板
600989,宝丰能源,SH,沪市主板
600990,四创电子,SH,沪市主板
600992,贵绳股份,SH,沪市主板
600993,马应龙,SH,沪市主板
600995,南网储能,SH,沪市主板
600996,贵广网络,SH,沪市主板
600997,开滦股份,SH,沪市主板
600998,九州通,SH,沪市主板
600999,招商证券,SH,沪市主板
601000,唐山港,SH,沪市主板
601001,晋控煤业,SH,沪市主板
601002,晋亿实业,SH,沪市主板
601003,柳钢股份,SH,沪市主板
601005,重庆钢铁,SH,沪市主板
601006,大秦铁路,SH,沪市主板
601007,金陵饭店,SH,沪市主板
601008,连云港,SH,沪市主板
601009,南京银行,SH,沪市主板
601011,宝泰隆,SH,沪市主板
601012,隆基绿能,SH,沪市主板
601015,陕西黑猫,SH,沪市主板
601016,节能风电,SH,沪市主板
601018,宁波港,SH,沪市主板
601019,山东出版,SH,沪市主板
601020,华钰矿业,SH,沪市主板
601021,春秋航空,SH,沪市主板
601038,一拖股份,SH,沪市主板
601058,赛轮轮胎,SH,沪市主板
601066,中信建投,SH,沪市主板
601068,中铝国际,SH,沪市主板
601069,西部黄金,SH,沪市主板
601077,渝农商行,SH,沪市主板
601086,国芳集团,SH,沪市主板
601088,中国神华,SH,沪市主板
601098,中南传媒,SH,沪市主板
601099,太平洋,SH,沪市主板
601100,恒立液压,SH,沪市主板
601101,昊华能源,SH,沪市主板
601106,中国一重,SH,沪市主板
601107,四川成渝,SH,沪市主板
601108,财通证券,SH,沪市主板
601111,中国国航,SH,沪市主板
601113,华鼎股份,SH,沪市主板
601116,三江购物,SH,沪市主板
601117,中国化学,SH,沪市主板
601118,海南橡胶,SH,沪市主板
601126,四方股份,SH,沪市主板
601127,赛力斯,SH,沪市主板
601128,常熟银行,SH,沪市主板
601137,博威合金,SH,沪市主板
601138,工业富联,SH,沪市主板
601139,深圳燃气,SH,沪市主板
601155,新城控股,SH,沪市主板
601156,东航物流,SH,沪市主板
601158,重庆水务,SH,沪市主板
601162,天风证券,SH,沪市主板
601163,三角轮胎,SH,沪市主板
601166,兴业银行,SH,沪市主板
601168,西部矿业,SH,沪市主板
601169,北京银行,SH,沪市主板
601177,杭齿前进,SH,沪市主板
601179,中国西电,SH,沪市主板
601186,中国铁建,SH,沪市主板
601187,厦门银行,SH,沪市主板
601188,龙江交通,SH,沪市主板
601198,东兴证券,SH,沪市主板
601199,江南水务,SH,沪市主板
601200,上海环境,SH,沪市主板
601208,东材科技,SH,沪市主板
601211,国泰海通,SH,沪市主板
601212,白银有色,SH,沪市主板
601216,君正集团,SH,沪市主板
601218,吉鑫科技,SH,沪市主板
601222,林洋能源,SH,沪市主板
601225,陕西煤业,SH,沪市主板
601226,华电科工,SH,沪市主板
601228,广州港,SH,沪市主板
601229,上海银行,SH,沪市主板
601231,环旭电子,SH,沪市主板
601233,桐昆股份,SH,沪市主板
601236,红塔证券,SH,沪市主板
601238,广汽集团,SH,沪市主板
601279,英利汽车,SH,沪市主板
601288,农业银行,SH,沪市主板
601298,青岛港,SH,沪市主板
601311,骆驼股份,SH,沪市主板
601318,中国平安,SH,沪市主板
601319,中国人保,SH,沪市主板
601326,秦港股份,SH,沪市主板
601328,交通银行,SH,沪市主板
601330,绿色动力,SH,沪市主板
601333,广深铁路,SH,沪市主板
601336,新华保险,SH,沪市主板
601339,百隆东方,SH,沪市主板
601360,三六零,SH,沪市主板
601366,利群股份,SH,沪市主板
601368,绿城水务,SH,沪市主板
601369,陕鼓动力,SH,沪市主板
601375,中原证券,SH,沪市主板
601377,兴业证券,SH,沪市主板
601388,怡球资源,SH,沪市主板
601390,中国中铁,SH,沪市主板
601398,工商银行,SH,沪市主板
601399,国机重装,SH,沪市主板
601456,国联民生,SH,沪市主板
601500,通用股份,SH,沪市主板
601512,中新集团,SH,沪市主板
601515,衢州东峰,SH,沪市主板
601518,吉林高速,SH,沪市主板
601519,大智慧,SH,沪市主板
601528,瑞丰银行,SH,沪市主板
601555,东吴证券,SH,沪市主板
601566,九牧王,SH,沪市主板
601567,三星电气,SH,沪市主板
601568,北元化工,SH,沪市主板
601577,长沙银行,SH,沪市主板
601579,会稽山,SH,沪市主板
601588,北辰实业,SH,沪市主板
601595,上海电影,SH,沪市主板
601598,中国外运,SH,沪市主板
601599,浙文影业,SH,沪市主板
601600,中国铝业,SH,沪市主板
601601,中国太保,SH,沪市主板
601606,长城军工,SH,沪市主板
601607,上海医药,SH,沪市主板
601608,中信重工,SH,沪市主板
601609,金田股份,SH,沪市主板
601611,中国核建,SH,沪市主板
601615,明阳智能,SH,沪市主板
601616,广电电气,SH,沪市主板
601618,中国中冶,SH,沪市主板
601619,嘉泽新能,SH,沪市主板
601628,中国人寿,SH,沪市主板
601633,长城汽车,SH,沪市主板
601636,旗滨集团,SH,沪市主板
601658,邮储银行,SH,沪市主板
601665,齐鲁银行,SH,沪市主板
601666,平煤股份,SH,沪市主板
601668,中国建筑,SH,沪市主板
601669,中国电建,SH,沪市主板
601677,明泰铝业,SH,沪市主板
601678,滨化股份,SH,沪市主板
601686,友发集团,SH,沪市主板
601688,华泰证券,SH,沪市主板
601689,拓普集团,SH,沪市主板
601696,中银证券,SH,沪市主板
601698,中国卫通,SH,沪市主板
601699,潞安环能,SH,沪市主板
601700,风范股份,SH,沪市主板
601702,华峰铝业,SH,沪市主板
601717,中创智领,SH,沪市主板
601727,上海电气,SH,沪市主板
601728,中国电信,SH,沪市主板
601766,中国中车,SH,沪市主板
601777,千里科技,SH,沪市主板
601778,晶科科技,SH,沪市主板
601788,光大证券,SH,沪市主板
601789,宁波建工,SH,沪市主板
601798,蓝科高新,SH,沪市主板
601799,星宇股份,SH,沪市主板
601800,中国交建,SH,沪市主板
601801,皖新传媒,SH,沪市主板
601808,中海油服,SH,沪市主板
601811,新华文轩,SH,沪市主板
601816,京沪高铁,SH,沪市主板
601818,光大银行,SH,沪市主板
601825,沪农商行,SH,沪市主板
601827,三峰环境,SH,沪市主板
601828,美凯龙,SH,沪市主板
601838,成都银行,SH,沪市主板
601857,中国石油,SH,沪市主板
601858,中国科传,SH,沪市主板
